resnet18,128,13.80419925651928,9.090047836303711,482.05413818359375,8.977408409118652,23.889838813555123,21.49785614013672,262.1767578125,21.393407821655273,2643215360,139004928,139004928,139004928
resnet50,128,44.339514364110364,36.3397102355957,788.2465209960938,36.118526458740234,86.77108356740214,78.93504333496094,869.7896728515625,78.62067413330078,7877691904,288280064,289066496,288280064
resnet101,128,69.13752961866926,60.53478240966797,918.8311157226562,60.38835144042969,144.37371931925858,135.14035034179688,1068.32177734375,134.79116821289062,10520231936,515896320,515896320,515634176
resnet152,128,97.21796183066793,86.93452453613281,1106.3685302734375,86.64883422851562,208.51586249323174,197.0524139404297,1354.78271484375,196.6735382080078,13754357248,703306240,703830528,703306240
resnet34,128,21.032280836955156,16.113664627075195,512.1249389648438,16.00614356994629,38.91653193105565,36.69401550292969,262.0897216796875,36.50252914428711,3314568192,261917696,262179840,261917696
vgg19,128,12.209405332508654,6.8290557861328125,543.9989624023438,6.772736072540283,19.234846492805104,16.368640899658203,305.5994873046875,16.284671783447266,2177475584,243829760,244091904,243829760
vgg16,128,10.939766916898218,5.6893439292907715,530.6183471679688,5.592063903808594,16.814181299492866,13.96735954284668,302.44146728515625,13.67859172821045,2122516992,181119488,181119488,181119488
vgg11,128,8.09786302028316,3.3454079627990723,476.8174133300781,3.2276480197906494,10.34241000732573,7.825407981872559,263.1649169921875,7.689216136932373,1964314624,114874368,114874368,114874368
googlenet,128,50.8290586188288,41.33478546142578,1000.479736328125,41.14739227294922,110.07766761402092,99.17644500732422,1199.1500244140625,98.90918731689453,6399392256,78551040,78551040,78551040
resnet18,64,10.331227392253309,5.710847854614258,468.3929748535156,5.524479866027832,15.028964004894295,13.294591903686523,188.3832244873047,13.16659164428711,1915238400,137691136,137691136,137691136
resnet50,64,27.378647341586575,20.135936737060547,676.701171875,20.04070472717285,50.879488047986925,44.61772918701172,674.7842407226562,44.449790954589844,5199363584,289325568,289325568,289325568
resnet101,64,40.83981648057994,33.28307342529297,733.1296997070312,33.13868713378906,82.11263343131188,75.1615982055664,776.6405029296875,74.94143676757812,6558970880,519038976,519038976,519038976
resnet152,64,55.37309438875406,47.61600112915039,776.363037109375,47.39891052246094,120.26797870598217,112.3051528930664,914.535400390625,111.73478698730469,8206076416,703827456,703827456,703827456
resnet34,64,14.747719056535475,9.851903915405273,495.035400390625,9.695232391357422,24.29979379106276,22.520832061767578,200.34457397460938,22.403072357177734,2272018432,260603904,260603904,260603904
vgg19,64,10.4393149035992,5.460991859436035,495.10296630859375,5.245952129364014,13.438692064568547,11.509759902954102,206.845947265625,11.240447998046875,1718982656,244613120,244613120,244613120
vgg16,64,9.181934271708574,4.4165120124816895,474.392578125,4.230144023895264,11.63037914804893,9.697279930114746,205.5424041748047,9.424896240234375,1675558400,180592128,180592128,180592128
vgg11,64,7.367051311058574,2.909183979034424,443.3868713378906,2.786303997039795,7.252556059620168,5.62175989151001,170.17446899414062,5.537792205810547,1580270592,114084864,114084864,114084864
googlenet,64,30.483283921043473,22.621183395385742,805.5224609375,22.50444793701172,62.22816584369924,54.50649642944336,834.6060791015625,54.24537658691406,3589175296,76657664,76657664,76657664
resnet18,64,10.234008047840383,5.669888019561768,462.308349609375,5.552127838134766,14.997321600961213,13.347840309143066,180.41651916503906,13.210623741149902,1915238400,137691136,137691136,137691136
resnet50,64,27.431763922814095,20.167680740356445,677.4210815429688,19.9946231842041,50.96428718189202,44.71705627441406,674.8682250976562,44.47539138793945,5199363584,289325568,289325568,289325568
resnet101,64,40.81009058433004,33.23904037475586,732.6546020507812,33.12025451660156,82.0873579270769,75.12678527832031,778.5615234375,74.8963851928711,6558970880,519038976,519038976,519038976
resnet152,64,55.11773285063187,47.484928131103516,773.4835205078125,47.30060958862305,120.05949809763692,112.08191680908203,917.0083618164062,111.82080078125,8206076416,703827456,703827456,703827456
resnet34,64,15.422859333529331,10.43558406829834,497.62200927734375,10.21337604522705,24.275004906229455,22.51468849182129,199.6615753173828,22.387712478637695,2272018432,260603904,260603904,260603904
vgg19,64,10.410926875501577,5.289984226226807,502.3221740722656,5.054463863372803,13.431290890910837,11.330559730529785,220.6730194091797,11.203583717346191,1718982656,244613120,244613120,244613120
vgg16,64,9.138743778266528,4.299776077270508,483.47955322265625,4.129792213439941,11.82813283712557,9.61740779876709,231.0502471923828,9.292799949645996,1675558400,180854272,180854272,180854272
vgg11,64,7.358656668426967,2.836479902267456,444.84710693359375,2.7002880573272705,7.879842134985593,6.3354878425598145,166.8239288330078,5.561344146728516,1580270592,114084864,114084864,114084864
googlenet,64,30.395077356017463,22.427648544311523,805.8306274414062,22.234111785888672,62.29326618307888,54.630401611328125,828.2470703125,54.37644958496094,3589175296,76657664,76657664,76657664
resnet18,256,22.06094454774762,16.552959442138672,564.5230102539062,16.4085750579834,41.51120595648737,37.9422721862793,394.86053466796875,37.7815055847168,4099693568,138748928,138748928,138748928
resnet50,256,80.0947755114867,69.38111877441406,1120.7352294921875,69.22547149658203,158.86139233277575,145.7776641845703,1458.91015625,145.32608032226562,13238542848,288548352,288548352,288548352
resnet101,256,125.28407816367574,116.66432189941406,961.0035400390625,116.46463775634766,258.8826315096109,246.69900512695312,1294.454833984375,245.96070861816406,15494019584,517475328,517475328,517475328
resnet34,256,35.156241671873794,29.618175506591797,583.44140625,29.476863861083984,68.59617856469485,65.06291198730469,422.2105712890625,64.8253402709961,5399405568,260875264,260875264,260875264
vgg19,256,17.46740189165172,11.62342357635498,592.77001953125,11.584511756896973,32.0943500405491,27.403263092041016,498.7218017578125,27.290624618530273,3094985728,246457344,246457344,246457344
vgg16,256,15.66042714071746,9.82323169708252,590.8489990234375,9.788415908813477,27.61468454870847,23.145471572875977,468.9121398925781,22.972415924072266,3015909888,184271360,184271360,184271360
vgg11,256,10.871331531222504,5.544960021972656,541.739013671875,5.478400230407715,16.64590064133748,12.895232200622559,391.6410827636719,12.796928405761719,2730960896,116453376,116453376,116453376
googlenet,256,91.31748116370476,77.7861099243164,1417.60205078125,77.59667205810547,205.92712931113667,188.03712463378906,1987.82568359375,187.78419494628906,12032148992,79075328,79075328,79075328
